"filename", "language", "TypeScript", "JavaScript", "TypeScript JSX", "CSS", "JSON with Comments", "JSON", "JavaScript JSX", "Properties", "Markdown", "XML", "HTML", "WebAssembly Text Format", "Rust", "Ignore", "YAML", "Docker", "Shell Script", "comment", "blank", "total"
"/Users/admin/Downloads/updated-code/.next/static/webpack/a46199dafb1cdb03.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/a96c1eb1c818f64e.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/ab1e279c452693e0.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/b1d02180603dad2a.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/b599fdb4be6183cc.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/c7125a998961f256.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/d40576c11e1fd0a1.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/d755efba6f6072d5.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/de772568dee56c2d.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/e23d5d41e23da2b7.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/e41e4b505b68d5ca.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/e5a2e988a67e8e32.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/ea39a026abfb79b2.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/fa1cbe3cb32bc822.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/fbb9769cec4d4c8f.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/fe28ee1a14006ed0.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Downloads/updated-code/.next/static/webpack/ff15917e8470a85a.webpack.hot-update.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
